ZNF146|---	ParalogV3_010450	chr19:36237203-36237223_-|chr19:36237043-36237066_-	ParalogV3_010446	chr19:36237204-36237224_-|chr19:36237043-36237066_-
ZNF146|---	ParalogV3_010451	chr19:36237203-36237223_-|chr7:85547242-85547265_+	ParalogV3_010447	chr19:36237204-36237224_-|chr7:85547242-85547265_+
VPS35|---	ParalogV3_010768	chr16:46660502-46660522_-|chr16:46663073-46663096_-	ParalogV3_010772	chr16:46660503-46660523_-|chr16:46663073-46663096_-
VPS35|---	ParalogV3_010769	chr16:46660502-46660522_-|chr16:46662336-46662359_+	ParalogV3_010773	chr16:46660503-46660523_-|chr16:46662336-46662359_+
VPS35|---	ParalogV3_010770	chr16:46660502-46660522_-|chr16:46663140-46663163_-	ParalogV3_010774	chr16:46660503-46660523_-|chr16:46663140-46663163_-
VPS35|---	ParalogV3_010771	chr16:46660502-46660522_-|chr8:111264644-111264667_+	ParalogV3_010775	chr16:46660503-46660523_-|chr8:111264644-111264667_+
CKS1B|---	ParalogV3_011725	chr1:154974797-154974817_+|chr1:154978105-154978128_-	ParalogV3_011721	chr1:154974798-154974818_+|chr1:154978105-154978128_-
CKS1B|---	ParalogV3_011726	chr1:154974797-154974817_+|chr1:154977978-154978001_+	ParalogV3_011722	chr1:154974798-154974818_+|chr1:154977978-154978001_+
CKS1B|---	ParalogV3_011727	chr1:154974797-154974817_+|chr1:154978710-154978733_+	ParalogV3_011723	chr1:154974798-154974818_+|chr1:154978710-154978733_+
CKS1B|---	ParalogV3_011728	chr1:154974797-154974817_+|chr2:225164659-225164682_-	ParalogV3_011724	chr1:154974798-154974818_+|chr2:225164659-225164682_-
SF3B6|---	ParalogV3_011733	chr2:24076207-24076227_-|chr2:24068310-24068333_+	ParalogV3_011737	chr2:24076208-24076228_-|chr2:24068310-24068333_+
SF3B6|---	ParalogV3_011734	chr2:24076207-24076227_-|chr2:24067769-24067792_+	ParalogV3_011738	chr2:24076208-24076228_-|chr2:24067769-24067792_+
SF3B6|---	ParalogV3_011735	chr2:24076207-24076227_-|chr2:24074172-24074195_-	ParalogV3_011739	chr2:24076208-24076228_-|chr2:24074172-24074195_-
SF3B6|---	ParalogV3_011736	chr2:24076207-24076227_-|chr19:30979054-30979077_+	ParalogV3_011740	chr2:24076208-24076228_-|chr19:30979054-30979077_+
LAMTOR4|---	ParalogV3_012151	chr7:100153953-100153973_+|chr7:100153648-100153671_+	ParalogV3_012147	chr7:100153954-100153974_+|chr7:100153648-100153671_+
LAMTOR4|---	ParalogV3_012152	chr7:100153953-100153973_+|chr7:100153474-100153497_+	ParalogV3_012148	chr7:100153954-100153974_+|chr7:100153474-100153497_+
LAMTOR4|---	ParalogV3_012153	chr7:100153953-100153973_+|chr7:100153695-100153718_-	ParalogV3_012149	chr7:100153954-100153974_+|chr7:100153695-100153718_-
LAMTOR4|---	ParalogV3_012154	chr7:100153953-100153973_+|chr20:56216723-56216746_+	ParalogV3_012150	chr7:100153954-100153974_+|chr20:56216723-56216746_+
MAPK1IP1L|---	ParalogV3_013169	chr14:55063321-55063341_-|chr14:55064607-55064630_+	ParalogV3_013165	chr14:55063322-55063342_-|chr14:55064607-55064630_+
MAPK1IP1L|---	ParalogV3_013170	chr14:55063321-55063341_-|chr14:55062609-55062632_+	ParalogV3_013166	chr14:55063322-55063342_-|chr14:55062609-55062632_+
MAPK1IP1L|---	ParalogV3_013171	chr14:55063321-55063341_-|chr14:55062931-55062954_-	ParalogV3_013167	chr14:55063322-55063342_-|chr14:55062931-55062954_-
MAPK1IP1L|---	ParalogV3_013172	chr14:55063321-55063341_-|chr13:93117226-93117249_+	ParalogV3_013168	chr14:55063322-55063342_-|chr13:93117226-93117249_+
GTF3A|---	ParalogV3_013918	chr13:27435589-27435609_-|chr13:27429868-27429891_-	ParalogV3_013914	chr13:27435590-27435610_-|chr13:27429868-27429891_-
GTF3A|---	ParalogV3_013919	chr13:27435589-27435609_-|chr13:27432762-27432785_+	ParalogV3_013915	chr13:27435590-27435610_-|chr13:27432762-27432785_+
GTF3A|---	ParalogV3_013920	chr13:27435589-27435609_-|chr13:27434168-27434191_+	ParalogV3_013916	chr13:27435590-27435610_-|chr13:27434168-27434191_+
GTF3A|---	ParalogV3_013921	chr13:27435589-27435609_-|chrY:19284667-19284690_-	ParalogV3_013917	chr13:27435590-27435610_-|chrY:19284667-19284690_-
MYCBP2|---	ParalogV3_013974	chr13:77045310-77045330_+|chr13:77096353-77096376_+	ParalogV3_013978	chr13:77045311-77045331_+|chr13:77096353-77096376_+
MYCBP2|---	ParalogV3_013975	chr13:77045310-77045330_+|chr13:77212110-77212133_-	ParalogV3_013979	chr13:77045311-77045331_+|chr13:77212110-77212133_-
MYCBP2|---	ParalogV3_013976	chr13:77045310-77045330_+|chr13:77269987-77270010_+	ParalogV3_013980	chr13:77045311-77045331_+|chr13:77269987-77270010_+
MYCBP2|---	ParalogV3_013977	chr13:77045310-77045330_+|chr8:115388590-115388613_-	ParalogV3_013981	chr13:77045311-77045331_+|chr8:115388590-115388613_-
TMCO1|---	ParalogV3_014130	chr1:165728071-165728091_+|chr1:165743243-165743266_+	ParalogV3_014134	chr1:165728072-165728092_+|chr1:165743243-165743266_+
TMCO1|---	ParalogV3_014131	chr1:165728071-165728091_+|chr1:165768247-165768270_-	ParalogV3_014135	chr1:165728072-165728092_+|chr1:165768247-165768270_-
TMCO1|---	ParalogV3_014132	chr1:165728071-165728091_+|chr1:165754254-165754277_-	ParalogV3_014136	chr1:165728072-165728092_+|chr1:165754254-165754277_-
TMCO1|---	ParalogV3_014133	chr1:165728071-165728091_+|chr5:86251207-86251230_+	ParalogV3_014137	chr1:165728072-165728092_+|chr5:86251207-86251230_+
PSMD12|---	ParalogV3_014411	chr17:67344670-67344690_+|chr17:67357501-67357524_+	ParalogV3_014415	chr17:67344671-67344691_+|chr17:67357501-67357524_+
PSMD12|---	ParalogV3_014412	chr17:67344670-67344690_+|chr17:67345835-67345858_-	ParalogV3_014416	chr17:67344671-67344691_+|chr17:67345835-67345858_-
PSMD12|---	ParalogV3_014413	chr17:67344670-67344690_+|chr17:67357556-67357579_-	ParalogV3_014417	chr17:67344671-67344691_+|chr17:67357556-67357579_-
PSMD12|---	ParalogV3_014414	chr17:67344670-67344690_+|chr5:57031897-57031920_+	ParalogV3_014418	chr17:67344671-67344691_+|chr5:57031897-57031920_+
LUC7L2|---	ParalogV3_015282	chr7:139422307-139422327_+|chr7:139412549-139412572_+	ParalogV3_015278	chr7:139422308-139422328_+|chr7:139412549-139412572_+
LUC7L2|---	ParalogV3_015283	chr7:139422307-139422327_+|chr7:139405642-139405665_+	ParalogV3_015279	chr7:139422308-139422328_+|chr7:139405642-139405665_+
LUC7L2|---	ParalogV3_015284	chr7:139422307-139422327_+|chr7:139371408-139371431_-	ParalogV3_015280	chr7:139422308-139422328_+|chr7:139371408-139371431_-
LUC7L2|---	ParalogV3_015285	chr7:139422307-139422327_+|chr8:121121576-121121599_+	ParalogV3_015281	chr7:139422308-139422328_+|chr8:121121576-121121599_+
PRPF38A|---	ParalogV3_015723	chr1:52414769-52414789_-|chr1:52411181-52411204_-	ParalogV3_015719	chr1:52414770-52414790_-|chr1:52411181-52411204_-
PRPF38A|---	ParalogV3_015724	chr1:52414769-52414789_-|chr1:52412506-52412529_+	ParalogV3_015720	chr1:52414770-52414790_-|chr1:52412506-52412529_+
PRPF38A|---	ParalogV3_015725	chr1:52414769-52414789_-|chr1:52416645-52416668_+	ParalogV3_015721	chr1:52414770-52414790_-|chr1:52416645-52416668_+
PRPF38A|---	ParalogV3_015726	chr1:52414769-52414789_-|chrX:146841787-146841810_-	ParalogV3_015722	chr1:52414770-52414790_-|chrX:146841787-146841810_-
MRPL42|---	ParalogV3_015755	chr12:93487504-93487524_-|chr12:93477002-93477025_-	ParalogV3_015759	chr12:93487505-93487525_-|chr12:93477002-93477025_-
MRPL42|---	ParalogV3_015756	chr12:93487504-93487524_-|chr12:93487629-93487652_+	ParalogV3_015760	chr12:93487505-93487525_-|chr12:93487629-93487652_+
MRPL42|---	ParalogV3_015757	chr12:93487504-93487524_-|chr12:93501172-93501195_+	ParalogV3_015761	chr12:93487505-93487525_-|chr12:93501172-93501195_+
MRPL42|---	ParalogV3_015758	chr12:93487504-93487524_-|chrY:16032777-16032800_-	ParalogV3_015762	chr12:93487505-93487525_-|chrY:16032777-16032800_-
TXNDC17|---	ParalogV3_016175	chr17:6641174-6641194_+|chr17:6641749-6641772_+	ParalogV3_016179	chr17:6641175-6641195_+|chr17:6641749-6641772_+
TXNDC17|---	ParalogV3_016176	chr17:6641174-6641194_+|chr17:6642242-6642265_+	ParalogV3_016180	chr17:6641175-6641195_+|chr17:6642242-6642265_+
TXNDC17|---	ParalogV3_016177	chr17:6641174-6641194_+|chr17:6642312-6642335_-	ParalogV3_016181	chr17:6641175-6641195_+|chr17:6642312-6642335_-
TXNDC17|---	ParalogV3_016178	chr17:6641174-6641194_+|chr11:79942797-79942820_+	ParalogV3_016182	chr17:6641175-6641195_+|chr11:79942797-79942820_+
SLC25A1|---	ParalogV3_016235	chr22:19176111-19176131_-|chr22:19177837-19177860_-	ParalogV3_016238	chr22:19176112-19176132_-|chr22:19177837-19177860_-
SLC25A1|---	ParalogV3_016236	chr22:19176111-19176131_-|chr22:19177195-19177218_-	ParalogV3_016239	chr22:19176112-19176132_-|chr22:19177195-19177218_-
SLC25A1|---	ParalogV3_016237	chr22:19176111-19176131_-|chr11:125737761-125737784_-	ParalogV3_016240	chr22:19176112-19176132_-|chr11:125737761-125737784_-
ZNF589|---	ParalogV3_016458	chr3:48241182-48241202_-|chr3:48286312-48286335_+	ParalogV3_016462	chr3:48241183-48241203_-|chr3:48286312-48286335_+
ZNF589|---	ParalogV3_016459	chr3:48241182-48241202_-|chr3:48268694-48268717_-	ParalogV3_016463	chr3:48241183-48241203_-|chr3:48268694-48268717_-
ZNF589|---	ParalogV3_016460	chr3:48241182-48241202_-|chr3:48268631-48268654_+	ParalogV3_016464	chr3:48241183-48241203_-|chr3:48268631-48268654_+
ZNF589|---	ParalogV3_016461	chr3:48241182-48241202_-|chr10:108568465-108568488_+	ParalogV3_016465	chr3:48241183-48241203_-|chr10:108568465-108568488_+
CD59|---	ParalogV3_017712	chr11:33722430-33722450_-|chr11:33717425-33717448_+	ParalogV3_017716	chr11:33722431-33722451_-|chr11:33717425-33717448_+
CD59|---	ParalogV3_017713	chr11:33722430-33722450_-|chr11:33717370-33717393_-	ParalogV3_017717	chr11:33722431-33722451_-|chr11:33717370-33717393_-
CD59|---	ParalogV3_017714	chr11:33722430-33722450_-|chr11:33710186-33710209_+	ParalogV3_017718	chr11:33722431-33722451_-|chr11:33710186-33710209_+
CD59|---	ParalogV3_017715	chr11:33722430-33722450_-|chr13:84709452-84709475_+	ParalogV3_017719	chr11:33722431-33722451_-|chr13:84709452-84709475_+
NDUFA6|---	ParalogV3_020326	chr22:42090653-42090673_-|chr22:42086170-42086193_+	ParalogV3_020330	chr22:42090654-42090674_-|chr22:42086170-42086193_+
NDUFA6|---	ParalogV3_020327	chr22:42090653-42090673_-|chr22:42087147-42087170_+	ParalogV3_020331	chr22:42090654-42090674_-|chr22:42087147-42087170_+
NDUFA6|---	ParalogV3_020328	chr22:42090653-42090673_-|chr22:42087089-42087112_-	ParalogV3_020332	chr22:42090654-42090674_-|chr22:42087089-42087112_-
